name,reference,food_interactions
Acetohydroxamic acid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Concomitant use of acetohydroxamic acid with alcohol may cause a rash.', 'Avoid iron supplements. Acetohydroxamic acid chelates iron, therefore oral supplementation of iron will reduce levels of both iron and acetohydroxamic acid.', 'Take on an empty stomach.']"
Methoxsalen,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with food. Take this medication with food or milk.']
Piroxicam,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with food.']"
Lamotrigine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Hydroxyzine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Co-administration with alcohol may potentiate the CNS adverse effects of hydroxyzine.', 'Avoid grapefruit products. Co-administration with grapefruit inhibits hydroxyzine metabolism and can result in elevated serum concentrations.']"
Bosentan,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Methotrexate,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Avoid milk and dairy products. Milk and dairy products reduce absorption.', ""Exercise caution with St. John's Wort."", 'Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate.', 'Take with or without food.']"
Carbamazepine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Ingesting alcohol may increase drowsiness and dizziness.', 'Avoid grapefruit products.', ""Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of carbamazepine and may reduce its serum concentration."", 'Take with or without food.']"
Succimer,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. Capsules may be opened, and contents sprinkled on soft food for individuals with difficulty swallowing.']"
Cephalexin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Fondaparinux,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic.']"
Vinblastine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinblastine.', ""Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of vinblastine.""]"
Propranolol,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Alcohol increases propranolol plasma concentrations.', 'Avoid natural licorice. Natural licorice inhibits the metabolism of propranolol, increasing drug exposure.', 'Take with food.']"
Atropine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with food. Food reduces irritation.']"
Fenoprofen,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with food. Food reduces irritation.']"
Fenfluramine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Clonidine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with or without food. The absorption is unaffected by food.']"
Sulfamethizole,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take separate from meals. Take Urobiotic at least 1 hour before or 2 hours after eating.']
Valaciclovir,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food.']
Carbenicillin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take on an empty stomach.']
Mazindol,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Preferably take 1 hour before a meal. Taking with food may reduce GI disturbance.']
Valdecoxib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.', 'Take with or without food.']"
Lactulose,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Drink plenty of fluids. This drug may cause fluid loss.', 'Take with or without food.']"
Voriconazole,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take separate from meals. Take voriconazole at least one hour before or after eating for optimal absorption.']
Levocarnitine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with food. Taking levocarnitine oral solution with meals may reduce gastrointestinal upset such as nausea, vomiting, and cramping.']"
Enalapril,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Additive hypertensive effects may occur.', 'Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.', 'Take with or without food. The absorption is unaffected by food.']"
Nizatidine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Limit caffeine intake.', 'Take with or without food. The absorption is unaffected by food.']"
Diclofenac,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid excessive or chronic alcohol consumption. Co-administration with alcohol may increase the risk of gastrointestinal side effects, such as ulceration.', 'Take with food. Food reduces gastric irritation.']"
Doxazosin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with or without food.']"
Piperazine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Ethosuximide,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with food.']"
Amiloride,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid drastic dietary changes.', 'Avoid natural licorice.', 'Avoid potassium-containing products.', 'Take with food. Food reduces irritation.']"
Oxytetracycline,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid milk and dairy products. Take at least 1 hour before or two hours after consuming dairy products.', 'Take separate from meals. Take at least one hour before or two hours after a meal.']"
Labetalol,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Thiopental,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Avoid alcohol. Additive CNS depression may occur if alcohol is consumed with thiopental.']
Linezolid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>100mg). Tyramine-containing foods include cheese, red wine, fava beans, pickled foods, cured foods, and alcoholic beverages.', 'Take with or without food. Co-administration with food does not significantly alter the pharmacokinetics of linezolid.']"
Ivermectin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take on an empty stomach. Oral ivermectin should be taken on an empty stomach with a glass of water.']
Medroxyprogesterone acetate,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","[""Avoid St. John's Wort. St. John's Wort may decrease the effectiveness of medroxyprogesterone acetate."", 'Take with food. Food increases the bioavailability of medroxyprogesterone acetate.']"
Cisapride,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products.', ""Exercise caution with St. John's Wort."", 'Take before a meal. Take at least 15 minutes before meals.']"
Sulindac,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.', 'Take with food.']"
Nafcillin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take on an empty stomach. Food may make the absorption of oral nafcillin unpredictable.']
Chloroquine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with food. Food reduces irritation and increases bioavailability.']
Ethionamide,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. Taking Ethionamide with food may reduce gastrointestinal upset.']
Butorphanol,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Avoid alcohol.']
Bisoprolol,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.",['Take with or without food. The absorption is unaffected by food.']
Rifabutin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Take with or without food. For those patients with propensity to nausea, vomiting, or other gastrointestinal upset, taking with food may be useful.']"
Demeclocycline,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid milk and dairy products.', 'Avoid multivalent ions.', 'Take on an empty stomach.']"
Imatinib,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which can increase serum levels of imatinib.', ""Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of imatinib."", 'Take with a full glass of water. Taking imatinib with water may reduce gastric irritation.', 'Take with food. Food reduces gastric irritation.']"
Nicardipine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid grapefruit products.', 'Take with or without food. The absorption is unaffected by food.']"
Fluphenazine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol.', 'Take with food. Food reduces irritation.']"
Efavirenz,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid excessive or chronic alcohol consumption. Alcohol may contribute to additive adverse effects when taken with efavirenz.', 'Take on an empty stomach. Taking efavirenz with food increases efavirenz concentrations and may increase the frequency of adverse reactions. In patients who cannot swallow capsules, the capsule contents can be administered with a small amount of food or infant formula using the capsule sprinkle method of administration.']"
Niacin,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. Alcohol increases the chance of flushing and pruritus.', 'Take with food. Food reduces gastrointestinal upset and irritation.']"
Clorazepic acid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid alcohol. The concomitant use of clorazepate and alcohol may lead to an increased frequency of serious adverse outcomes.', 'Take with or without food. The absorption is unaffected by food.']"
Alendronic acid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Administer vitamin supplements. Patients may require supplemental vitamin D.', 'Avoid multivalent ions. Calcium, antacids, and divalent ions may interfere with the absorption of this medication.', 'Take before a meal. Take 30-60 minutes before breakfast.', 'Take with a full glass of water.']"
Clofarabine,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976.","['Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use.']"
